Transaction_ID,Month,Year,Region_ID,App_ID,Bank_ID,Transaction_Count,Transaction_Value,Success_Count,Failure_Count,Avg_Ticket_Size
747,2023-10,2023,R07,A03,B03,26852,5749832.11,26529,323,214.13
748,2023-10,2023,R07,A04,B06,11460,2156006.42,11378,82,188.13
749,2023-10,2023,R08,A01,B06,111214,40548242.47,110102,1112,364.6
750,2023-10,2023,R08,A02,B09,101828,23702944.11,101125,703,232.77
751,2023-10,2023,R08,A03,B05,73432,14131155.14,72379,1053,192.44
752,2023-10,2023,R08,A04,B08,24558,4570862.26,24369,189,186.13
753,2023-10,2023,R09,A01,B07,94929,31006755.75,94337,592,326.63
754,2023-10,2023,R09,A02,B02,95560,22093943.97,93927,1633,231.2
755,2023-10,2023,R09,A03,B07,56800,13864191.56,56120,680,244.09
756,2023-10,2023,R09,A04,B06,22422,4933501.19,22089,333,220.03
757,2023-10,2023,R10,A01,B06,113590,38735980.58,112216,1374,341.02
758,2023-10,2023,R10,A02,B04,92477,23972268.69,92017,460,259.22
759,2023-10,2023,R10,A03,B08,54369,12139509.34,53641,728,223.28
760,2023-10,2023,R10,A04,B02,21086,4192629.96,20768,318,198.83
761,2023-10,2023,R11,A01,B09,44132,14324002.72,43436,696,324.57
762,2023-10,2023,R11,A02,B02,49835,15258653.53,49075,760,306.18
763,2023-10,2023,R11,A03,B08,32171,7521690.01,31916,255,233.8
764,2023-10,2023,R11,A04,B02,10494,2134949.36,10366,128,203.44
765,2023-10,2023,R12,A01,B03,109039,37848995.58,108263,776,347.11
766,2023-10,2023,R12,A02,B09,128025,37390031.1,127134,891,292.05
767,2023-10,2023,R12,A03,B10,82250,15684280.35,81699,551,190.69
768,2023-10,2023,R12,A04,B08,25484,3981473.47,25183,301,156.23
769,2023-10,2023,R13,A01,B09,129667,33587796.37,128535,1132,259.03
770,2023-10,2023,R13,A02,B07,111793,26020191.12,110947,846,232.75
771,2023-10,2023,R13,A03,B10,79023,21727503.92,77768,1255,274.95
772,2023-10,2023,R13,A04,B07,25091,4317737.92,24856,235,172.08
773,2023-10,2023,R14,A01,B02,63488,21952992.82,62620,868,345.78
774,2023-10,2023,R14,A02,B12,48055,12922599.67,47407,648,268.91
775,2023-10,2023,R14,A03,B10,42453,8906748.47,42072,381,209.8
776,2023-10,2023,R14,A04,B07,15254,2599806.62,15007,247,170.43
777,2023-10,2023,R15,A01,B06,55044,14731578.05,54390,654,267.63
778,2023-10,2023,R15,A02,B12,65071,15980903.75,64243,828,245.59
779,2023-10,2023,R15,A03,B01,33328,6704580.87,32946,382,201.17
780,2023-10,2023,R15,A04,B05,16117,3119225.24,15939,178,193.54
781,2023-10,2023,R16,A01,B09,62773,16513111.86,62474,299,263.06
782,2023-10,2023,R16,A02,B02,56852,14934439.19,56356,496,262.69
783,2023-10,2023,R16,A03,B01,43567,9558499.82,43178,389,219.4
784,2023-10,2023,R16,A04,B09,15163,2955827.33,14908,255,194.94
785,2023-10,2023,R17,A01,B05,65161,24054298.87,64571,590,369.15
786,2023-10,2023,R17,A02,B02,76950,20252923.59,75971,979,263.2
787,2023-10,2023,R17,A03,B07,45215,10995162.84,44793,422,243.18
788,2023-10,2023,R17,A04,B05,17238,3121825.51,16998,240,181.1
789,2023-10,2023,R18,A01,B03,82599,25432696.97,81852,747,307.91
790,2023-10,2023,R18,A02,B04,93852,22293851.8,92668,1184,237.54
791,2023-10,2023,R18,A03,B09,62205,16751365.48,61588,617,269.29
792,2023-10,2023,R18,A04,B04,24129,5177949.25,23837,292,214.59
793,2023-10,2023,R19,A01,B09,104839,34845655.89,104334,505,332.37
794,2023-10,2023,R19,A02,B06,71496,17879701.19,70992,504,250.08
795,2023-10,2023,R19,A03,B02,49534,12914215.19,49270,264,260.71
796,2023-10,2023,R19,A04,B04,21413,4092331.6,21133,280,191.11
797,2023-10,2023,R20,A01,B01,67320,17663000.84,66845,475,262.37
798,2023-10,2023,R20,A02,B12,74949,22777790.56,74181,768,303.91
799,2023-10,2023,R20,A03,B04,37273,8306278.09,36648,625,222.85
800,2023-10,2023,R20,A04,B05,13401,2755640.69,13191,210,205.63
801,2023-11,2023,R01,A01,B01,99490,34741183.89,98962,528,349.19
802,2023-11,2023,R01,A02,B02,79194,19869326.53,78514,680,250.89
803,2023-11,2023,R01,A03,B07,43380,11526727.8,43081,299,265.72
804,2023-11,2023,R01,A04,B08,15266,2947716.21,15005,261,193.09
805,2023-11,2023,R02,A01,B10,147377,42078401.59,146742,635,285.52
806,2023-11,2023,R02,A02,B06,126076,31429141.79,124069,2007,249.29
807,2023-11,2023,R02,A03,B12,91422,17729988.49,90398,1024,193.94
808,2023-11,2023,R02,A04,B06,26066,5539127.52,25696,370,212.5
809,2023-11,2023,R03,A01,B06,135286,47137537.54,133798,1488,348.43
810,2023-11,2023,R03,A02,B12,90262,21554864.84,89388,874,238.8
811,2023-11,2023,R03,A03,B02,62851,17272867.17,62144,707,274.82
812,2023-11,2023,R03,A04,B02,24943,5219677.22,24838,105,209.26
813,2023-11,2023,R04,A01,B04,106014,28193968.87,105101,913,265.95
814,2023-11,2023,R04,A02,B06,94978,30644815.95,94465,513,322.65
815,2023-11,2023,R04,A03,B03,58073,12670030.47,57398,675,218.17
816,2023-11,2023,R04,A04,B04,25297,4783169.52,24967,330,189.08
817,2023-11,2023,R05,A01,B08,72771,20871931.41,71537,1234,286.82
818,2023-11,2023,R05,A02,B06,66150,20497990.89,65313,837,309.87
819,2023-11,2023,R05,A03,B04,41852,8182178.55,41160,692,195.5
820,2023-11,2023,R05,A04,B09,16845,3062971.4,16596,249,181.83
821,2023-11,2023,R06,A01,B08,63159,22148916.76,62222,937,350.69
822,2023-11,2023,R06,A02,B08,52694,13956112.17,52233,461,264.85
823,2023-11,2023,R06,A03,B11,37520,7578380.76,37307,213,201.98
824,2023-11,2023,R06,A04,B03,14411,2495904.26,14267,144,173.19
825,2023-11,2023,R07,A01,B12,70258,24605983.99,69558,700,350.22
826,2023-11,2023,R07,A02,B11,52101,16640462.27,51576,525,319.39
827,2023-11,2023,R07,A03,B08,34144,7119749.24,33723,421,208.52
828,2023-11,2023,R07,A04,B03,10079,2027923.77,10019,60,201.2
829,2023-11,2023,R08,A01,B05,131919,45818063.63,129856,2063,347.32
830,2023-11,2023,R08,A02,B04,128586,34520604.62,126746,1840,268.46
831,2023-11,2023,R08,A03,B12,78225,18920574.54,77117,1108,241.87
832,2023-11,2023,R08,A04,B06,29380,5771422.63,28867,513,196.44
833,2023-11,2023,R09,A01,B01,106913,28866107.38,105054,1859,270.0
834,2023-11,2023,R09,A02,B07,74348,17409315.48,73365,983,234.16
835,2023-11,2023,R09,A03,B10,63532,15498010.82,62414,1118,243.94
836,2023-11,2023,R09,A04,B05,20979,3764138.73,20729,250,179.42
837,2023-11,2023,R10,A01,B02,100287,26889112.78,98491,1796,268.12
838,2023-11,2023,R10,A02,B08,83547,27073985.58,82764,783,324.06
839,2023-11,2023,R10,A03,B07,63171,15106632.78,62707,464,239.14
840,2023-11,2023,R10,A04,B03,24862,5432172.12,24614,248,218.49
841,2023-11,2023,R11,A01,B04,62602,17394061.83,62114,488,277.85
842,2023-11,2023,R11,A02,B12,37962,11141352.58,37511,451,293.49
843,2023-11,2023,R11,A03,B08,30408,6457499.46,30266,142,212.36
844,2023-11,2023,R11,A04,B05,13736,2406481.6,13587,149,175.2
845,2023-11,2023,R12,A01,B08,153417,46370479.72,151141,2276,302.25
846,2023-11,2023,R12,A02,B09,104993,23518760.84,103931,1062,224.0
847,2023-11,2023,R12,A03,B02,86169,21043326.87,84914,1255,244.21
848,2023-11,2023,R12,A04,B05,26432,5322079.01,26153,279,201.35
849,2023-11,2023,R13,A01,B02,144277,46133685.5,142765,1512,319.76
850,2023-11,2023,R13,A02,B05,105410,23937272.39,103948,1462,227.09
851,2023-11,2023,R13,A03,B01,73881,19662795.15,73501,380,266.14
852,2023-11,2023,R13,A04,B11,23591,4298889.62,23192,399,182.23
853,2023-11,2023,R14,A01,B10,84865,29990164.5,83700,1165,353.39
854,2023-11,2023,R14,A02,B10,62433,19779559.21,61644,789,316.81
855,2023-11,2023,R14,A03,B06,36027,7423841.49,35845,182,206.06
856,2023-11,2023,R14,A04,B06,15504,2656895.34,15435,69,171.37
857,2023-11,2023,R15,A01,B12,79894,28718298.57,78781,1113,359.46
858,2023-11,2023,R15,A02,B04,52022,15354691.64,51512,510,295.16
859,2023-11,2023,R15,A03,B06,46730,10347622.67,46210,520,221.43
860,2023-11,2023,R15,A04,B11,16830,2999695.26,16673,157,178.24
861,2023-11,2023,R16,A01,B09,66573,21947642.2,65915,658,329.68
862,2023-11,2023,R16,A02,B05,64554,19916581.18,63427,1127,308.53
863,2023-11,2023,R16,A03,B02,39375,8320828.63,39139,236,211.32
864,2023-11,2023,R16,A04,B05,14020,2856489.82,13890,130,203.74
865,2023-11,2023,R17,A01,B01,72519,25617940.57,71632,887,353.26
866,2023-11,2023,R17,A02,B10,56976,16266184.06,56426,550,285.49
867,2023-11,2023,R17,A03,B09,39174,10528746.31,38908,266,268.77
868,2023-11,2023,R17,A04,B07,19391,3988265.7,19298,93,205.68
869,2023-11,2023,R18,A01,B09,115571,39600539.26,114643,928,342.65
870,2023-11,2023,R18,A02,B07,68217,20126226.81,67332,885,295.03
871,2023-11,2023,R18,A03,B10,50541,12281237.08,49676,865,243.0
872,2023-11,2023,R18,A04,B08,24032,4834786.07,23685,347,201.18
873,2023-11,2023,R19,A01,B12,75751,21785988.87,74921,830,287.6
874,2023-11,2023,R19,A02,B12,90275,28889059.34,89121,1154,320.01
875,2023-11,2023,R19,A03,B07,49379,12143154.42,48699,680,245.92
876,2023-11,2023,R19,A04,B06,19585,4000697.26,19394,191,204.27
877,2023-11,2023,R20,A01,B06,82777,29469543.16,81341,1436,356.01
878,2023-11,2023,R20,A02,B05,57520,17105858.11,57207,313,297.39
879,2023-11,2023,R20,A03,B05,45530,9460829.78,45281,249,207.79
880,2023-11,2023,R20,A04,B09,17307,2825384.39,17008,299,163.25
881,2023-12,2023,R01,A01,B04,87804,30709104.12,87134,670,349.75
882,2023-12,2023,R01,A02,B04,85727,19984728.31,84456,1271,233.12
883,2023-12,2023,R01,A03,B07,57624,12003952.36,56844,780,208.32
884,2023-12,2023,R01,A04,B02,16529,3517716.0,16386,143,212.82
885,2023-12,2023,R02,A01,B08,136435,49204072.43,134932,1503,360.64
886,2023-12,2023,R02,A02,B01,145113,41108176.52,143501,1612,283.28
887,2023-12,2023,R02,A03,B06,97303,18940504.93,96156,1147,194.65
888,2023-12,2023,R02,A04,B09,32683,6380289.55,32374,309,195.22
889,2023-12,2023,R03,A01,B03,104581,31759709.29,104036,545,303.69
890,2023-12,2023,R03,A02,B07,123196,28665079.09,122027,1169,232.68
891,2023-12,2023,R03,A03,B04,78523,18432144.62,77990,533,234.74
892,2023-12,2023,R03,A04,B04,27145,5127430.04,26808,337,188.89
893,2023-12,2023,R04,A01,B10,119577,34903150.2,117695,1882,291.89
894,2023-12,2023,R04,A02,B02,96297,25522818.0,94831,1466,265.04
895,2023-12,2023,R04,A03,B02,67791,16826842.14,66648,1143,248.22
896,2023-12,2023,R04,A04,B06,23041,3781230.41,22788,253,164.11
897,2023-12,2023,R05,A01,B11,77654,20938827.04,76576,1078,269.64
898,2023-12,2023,R05,A02,B03,52236,13685289.18,51908,328,261.99
899,2023-12,2023,R05,A03,B05,37449,7752109.42,36842,607,207.0
900,2023-12,2023,R05,A04,B06,15233,3235728.69,14993,240,212.42
901,2023-12,2023,R06,A01,B11,62944,19611178.03,61885,1059,311.57
902,2023-12,2023,R06,A02,B08,62035,17582053.57,61347,688,283.42
903,2023-12,2023,R06,A03,B01,39499,9629359.45,38807,692,243.79
904,2023-12,2023,R06,A04,B12,16336,2997519.48,16152,184,183.49
905,2023-12,2023,R07,A01,B12,58312,21723425.33,57824,488,372.54
906,2023-12,2023,R07,A02,B04,45614,10971786.02,45095,519,240.54
907,2023-12,2023,R07,A03,B03,38983,9531855.51,38533,450,244.51
908,2023-12,2023,R07,A04,B10,12627,2375441.87,12515,112,188.12
909,2023-12,2023,R08,A01,B01,134764,36901385.07,132434,2330,273.82
910,2023-12,2023,R08,A02,B05,104649,33342591.97,103829,820,318.61
911,2023-12,2023,R08,A03,B08,64604,17356508.58,64266,338,268.66
912,2023-12,2023,R08,A04,B05,30521,5559410.07,30200,321,182.15
913,2023-12,2023,R09,A01,B11,93076,24753540.16,92168,908,265.95
914,2023-12,2023,R09,A02,B08,78376,23157557.37,77819,557,295.47
915,2023-12,2023,R09,A03,B07,73733,17403182.66,73371,362,236.03
916,2023-12,2023,R09,A04,B04,19263,4000211.49,19155,108,207.66
917,2023-12,2023,R10,A01,B10,132846,43796193.9,131236,1610,329.68
918,2023-12,2023,R10,A02,B09,122613,33414433.58,121547,1066,272.52
919,2023-12,2023,R10,A03,B04,57072,15232356.04,56656,416,266.9
920,2023-12,2023,R10,A04,B07,27852,6035084.7,27475,377,216.68
921,2023-12,2023,R11,A01,B10,66739,19579277.47,66287,452,293.37
922,2023-12,2023,R11,A02,B09,50917,15128369.28,50563,354,297.12
923,2023-12,2023,R11,A03,B05,30191,8245279.15,29878,313,273.1
924,2023-12,2023,R11,A04,B09,12610,2723470.78,12507,103,215.98
925,2023-12,2023,R12,A01,B05,138691,44500614.31,137437,1254,320.86
926,2023-12,2023,R12,A02,B07,102387,32702227.54,101420,967,319.4
927,2023-12,2023,R12,A03,B12,75341,17589756.9,74909,432,233.47
928,2023-12,2023,R12,A04,B04,31058,5062416.74,30569,489,163.0
929,2023-12,2023,R13,A01,B10,144008,50827976.09,142049,1959,352.95
930,2023-12,2023,R13,A02,B08,124734,28537178.44,123582,1152,228.78
931,2023-12,2023,R13,A03,B11,85736,18005066.61,85005,731,210.01
932,2023-12,2023,R13,A04,B02,25677,4374494.99,25496,181,170.37
933,2023-12,2023,R14,A01,B04,91747,30186633.8,91051,696,329.02
934,2023-12,2023,R14,A02,B11,67428,19452353.1,66425,1003,288.49
935,2023-12,2023,R14,A03,B12,43636,11814716.24,42896,740,270.76
936,2023-12,2023,R14,A04,B03,14327,2276128.75,14268,59,158.87
937,2023-12,2023,R15,A01,B01,72942,19679496.64,72375,567,269.8
938,2023-12,2023,R15,A02,B12,73199,21338992.17,72120,1079,291.52
939,2023-12,2023,R15,A03,B08,44669,11214684.74,43980,689,251.06
940,2023-12,2023,R15,A04,B04,15373,3012281.68,15117,256,195.95
941,2023-12,2023,R16,A01,B02,61775,18196461.34,60880,895,294.56
942,2023-12,2023,R16,A02,B06,62419,15473485.39,61436,983,247.9
943,2023-12,2023,R16,A03,B08,36010,7096903.37,35552,458,197.08
944,2023-12,2023,R16,A04,B06,17479,3391018.21,17282,197,194.01
945,2023-12,2023,R17,A01,B12,98191,28444063.67,97590,601,289.68
946,2023-12,2023,R17,A02,B12,67672,15491467.53,67371,301,228.92
947,2023-12,2023,R17,A03,B11,46876,12073637.37,46643,233,257.57
948,2023-12,2023,R17,A04,B10,18601,3237808.13,18434,167,174.07
949,2023-12,2023,R18,A01,B04,94141,25444001.11,93607,534,270.28
950,2023-12,2023,R18,A02,B10,92905,22537970.93,91539,1366,242.59
951,2023-12,2023,R18,A03,B04,49236,13534615.78,48577,659,274.89
952,2023-12,2023,R18,A04,B08,20556,4316310.09,20195,361,209.98
953,2023-12,2023,R19,A01,B01,78254,22848860.47,77257,997,291.98
954,2023-12,2023,R19,A02,B07,72013,17504325.19,70786,1227,243.07
955,2023-12,2023,R19,A03,B01,62338,11980934.38,61622,716,192.19
956,2023-12,2023,R19,A04,B06,20566,3689467.3,20465,101,179.4
957,2023-12,2023,R20,A01,B08,71221,25841292.6,70058,1163,362.83
958,2023-12,2023,R20,A02,B09,76290,18258999.63,75716,574,239.34
959,2023-12,2023,R20,A03,B09,53225,10865183.49,52963,262,204.14
960,2023-12,2023,R20,A04,B12,19839,3171070.03,19753,86,159.84
961,2024-01,2024,R01,A01,B12,95162,24313280.0,93747,1415,255.49
962,2024-01,2024,R01,A02,B10,74988,22959347.55,74161,827,306.17
963,2024-01,2024,R01,A03,B02,59807,14690872.7,59412,395,245.64
964,2024-01,2024,R01,A04,B12,18422,2818655.53,18119,303,153.0
965,2024-01,2024,R02,A01,B09,156370,50077410.78,153861,2509,320.25
966,2024-01,2024,R02,A02,B10,135449,30773325.24,133569,1880,227.19
967,2024-01,2024,R02,A03,B05,99667,19338042.48,98840,827,194.03
968,2024-01,2024,R02,A04,B03,34787,7287937.67,34531,256,209.5
969,2024-01,2024,R03,A01,B08,138133,37045777.76,135950,2183,268.19
970,2024-01,2024,R03,A02,B05,119770,35817336.51,119000,770,299.05
971,2024-01,2024,R03,A03,B10,77691,18461530.8,77233,458,237.63
972,2024-01,2024,R03,A04,B09,28703,6172216.46,28350,353,215.04
973,2024-01,2024,R04,A01,B11,136430,35205501.07,134115,2315,258.05
974,2024-01,2024,R04,A02,B11,83619,22781855.81,82386,1233,272.45
975,2024-01,2024,R04,A03,B01,71132,15905915.84,70664,468,223.61
976,2024-01,2024,R04,A04,B10,22942,4534219.56,22739,203,197.64
977,2024-01,2024,R05,A01,B09,66968,19607347.92,66209,759,292.79
978,2024-01,2024,R05,A02,B02,59795,15941129.8,59045,750,266.6
979,2024-01,2024,R05,A03,B09,48234,11017078.95,47418,816,228.41
980,2024-01,2024,R05,A04,B12,14649,2518910.74,14485,164,171.95
981,2024-01,2024,R06,A01,B07,72196,26923229.77,71409,787,372.92
982,2024-01,2024,R06,A02,B08,73887,20119850.9,73539,348,272.31
983,2024-01,2024,R06,A03,B02,48887,13053014.7,48361,526,267.0
984,2024-01,2024,R06,A04,B02,13552,2215929.47,13410,142,163.51
985,2024-01,2024,R07,A01,B05,69506,22558031.86,68924,582,324.55
986,2024-01,2024,R07,A02,B02,57748,15530415.44,57301,447,268.93
987,2024-01,2024,R07,A03,B02,39339,10128729.35,38689,650,257.47
988,2024-01,2024,R07,A04,B07,13395,3005076.79,13239,156,224.34
989,2024-01,2024,R08,A01,B09,166851,57072606.35,164698,2153,342.06
990,2024-01,2024,R08,A02,B09,107788,28226975.91,106907,881,261.87
991,2024-01,2024,R08,A03,B09,72031,19069840.92,71311,720,264.74
992,2024-01,2024,R08,A04,B01,24468,4458217.4,24257,211,182.21
993,2024-01,2024,R09,A01,B10,120728,38500594.39,119748,980,318.9
994,2024-01,2024,R09,A02,B08,100847,30923687.77,99947,900,306.64
995,2024-01,2024,R09,A03,B01,57392,15628104.78,56988,404,272.3
996,2024-01,2024,R09,A04,B05,20338,4523826.69,20002,336,222.43
997,2024-01,2024,R10,A01,B12,150400,38904508.48,148858,1542,258.67
998,2024-01,2024,R10,A02,B04,99632,23179921.74,98442,1190,232.66
999,2024-01,2024,R10,A03,B10,63137,12656660.99,62467,670,200.46
1000,2024-01,2024,R10,A04,B05,31657,6452829.52,31108,549,203.84
1001,2024-01,2024,R11,A01,B11,51056,15542252.42,50211,845,304.42
1002,2024-01,2024,R11,A02,B01,47382,14893548.71,47145,237,314.33
1003,2024-01,2024,R11,A03,B01,29069,7968094.0,28813,256,274.11
1004,2024-01,2024,R11,A04,B07,15307,3235075.16,15186,121,211.35
1005,2024-01,2024,R12,A01,B02,145875,43012900.49,145099,776,294.86
1006,2024-01,2024,R12,A02,B04,120661,31839922.95,118677,1984,263.88
1007,2024-01,2024,R12,A03,B03,85988,16762693.59,85397,591,194.94
1008,2024-01,2024,R12,A04,B09,37155,6967041.63,36710,445,187.51
1009,2024-01,2024,R13,A01,B10,123452,31632182.24,121373,2079,256.23
1010,2024-01,2024,R13,A02,B03,122315,39219667.03,120369,1946,320.64
1011,2024-01,2024,R13,A03,B08,73198,17444829.71,72780,418,238.32
1012,2024-01,2024,R13,A04,B12,33192,5589894.31,33047,145,168.41
1013,2024-01,2024,R14,A01,B05,85290,28424829.14,83945,1345,333.27
1014,2024-01,2024,R14,A02,B11,60709,13886443.95,59818,891,228.74
1015,2024-01,2024,R14,A03,B10,47063,11626053.38,46691,372,247.03
1016,2024-01,2024,R14,A04,B06,15384,2883968.52,15319,65,187.47
1017,2024-01,2024,R15,A01,B03,65135,24334025.53,64008,1127,373.59
1018,2024-01,2024,R15,A02,B02,57697,16937171.0,57368,329,293.55
1019,2024-01,2024,R15,A03,B07,49473,11253444.15,48876,597,227.47
1020,2024-01,2024,R15,A04,B04,14093,2477842.59,13991,102,175.82
1021,2024-01,2024,R16,A01,B08,74786,27380012.16,73443,1343,366.11
1022,2024-01,2024,R16,A02,B12,54970,14970614.49,54698,272,272.34
1023,2024-01,2024,R16,A03,B08,42670,11010464.87,41964,706,258.04
1024,2024-01,2024,R16,A04,B11,16055,3191982.66,15829,226,198.82
1025,2024-01,2024,R17,A01,B08,100858,27607858.51,99086,1772,273.73
1026,2024-01,2024,R17,A02,B03,87409,25744560.09,86664,745,294.53
1027,2024-01,2024,R17,A03,B06,44025,8661339.14,43431,594,196.74
1028,2024-01,2024,R17,A04,B08,20448,4166101.68,20234,214,203.74
1029,2024-01,2024,R18,A01,B12,116265,41129429.81,115756,509,353.76
1030,2024-01,2024,R18,A02,B02,96290,23792422.22,95214,1076,247.09
1031,2024-01,2024,R18,A03,B11,75453,20480617.99,74815,638,271.44
1032,2024-01,2024,R18,A04,B06,25343,5206204.93,25135,208,205.43
1033,2024-01,2024,R19,A01,B05,108882,31174687.21,107490,1392,286.32
1034,2024-01,2024,R19,A02,B03,74009,23834495.19,73135,874,322.05
1035,2024-01,2024,R19,A03,B11,53462,13074542.14,52700,762,244.56
1036,2024-01,2024,R19,A04,B12,21964,4843496.17,21630,334,220.52
1037,2024-01,2024,R20,A01,B11,77363,20523384.47,76468,895,265.29
1038,2024-01,2024,R20,A02,B12,75461,17708398.0,74532,929,234.67
1039,2024-01,2024,R20,A03,B04,47938,12611370.94,47652,286,263.08
1040,2024-01,2024,R20,A04,B11,22197,3409579.22,22019,178,153.61
1041,2024-02,2024,R01,A01,B02,108187,27911869.83,106325,1862,258.0
1042,2024-02,2024,R01,A02,B03,79872,17887543.18,79466,406,223.95
1043,2024-02,2024,R01,A03,B10,54174,11461518.53,53940,234,211.57
1044,2024-02,2024,R01,A04,B04,22224,4597651.33,22087,137,206.88
1045,2024-02,2024,R02,A01,B06,135495,36796834.79,134487,1008,271.57
1046,2024-02,2024,R02,A02,B11,109070,27367562.75,108436,634,250.92
1047,2024-02,2024,R02,A03,B02,99279,24454391.84,98084,1195,246.32
1048,2024-02,2024,R02,A04,B02,33503,5962167.67,32903,600,177.96
1049,2024-02,2024,R03,A01,B04,138423,51127977.13,136861,1562,369.36
1050,2024-02,2024,R03,A02,B08,116134,28995769.7,115665,469,249.68
1051,2024-02,2024,R03,A03,B01,85839,21054146.11,85054,785,245.27
1052,2024-02,2024,R03,A04,B06,32906,7379555.12,32376,530,224.26
1053,2024-02,2024,R04,A01,B05,105269,35607072.53,104000,1269,338.25
1054,2024-02,2024,R04,A02,B10,95046,24655620.15,94179,867,259.41
1055,2024-02,2024,R04,A03,B08,58205,12823444.81,57855,350,220.32
1056,2024-02,2024,R04,A04,B01,24547,4895368.38,24217,330,199.43
1057,2024-02,2024,R05,A01,B01,83057,22354668.96,81908,1149,269.15
1058,2024-02,2024,R05,A02,B04,57601,16596031.7,57242,359,288.12
1059,2024-02,2024,R05,A03,B12,37150,9226723.12,36547,603,248.36
1060,2024-02,2024,R05,A04,B02,16493,3027379.83,16367,126,183.56
1061,2024-02,2024,R06,A01,B10,89607,25141455.73,89136,471,280.57
1062,2024-02,2024,R06,A02,B05,73719,17722012.8,73328,391,240.4
1063,2024-02,2024,R06,A03,B09,37829,7228691.64,37305,524,191.09
1064,2024-02,2024,R06,A04,B05,13327,2659520.61,13103,224,199.56
1065,2024-02,2024,R07,A01,B04,67578,24117696.86,67234,344,356.89
1066,2024-02,2024,R07,A02,B11,60111,19207431.32,59520,591,319.53
1067,2024-02,2024,R07,A03,B11,40779,8344314.46,40472,307,204.62
1068,2024-02,2024,R07,A04,B07,14065,2279915.45,13950,115,162.1
1069,2024-02,2024,R08,A01,B06,170986,47110165.65,168521,2465,275.52
1070,2024-02,2024,R08,A02,B02,122033,35980633.18,121125,908,294.84
1071,2024-02,2024,R08,A03,B05,80416,17308855.97,79195,1221,215.24
1072,2024-02,2024,R08,A04,B01,33775,6002670.79,33242,533,177.73
1073,2024-02,2024,R09,A01,B02,128336,46420113.73,127032,1304,361.71
1074,2024-02,2024,R09,A02,B05,96174,30008970.6,95648,526,312.03
1075,2024-02,2024,R09,A03,B08,65240,16209988.74,64662,578,248.47
1076,2024-02,2024,R09,A04,B07,29681,4786950.67,29551,130,161.28
1077,2024-02,2024,R10,A01,B06,115740,38879210.89,114469,1271,335.92
1078,2024-02,2024,R10,A02,B11,100762,26319343.62,99162,1600,261.2
1079,2024-02,2024,R10,A03,B04,80853,15590748.72,79876,977,192.83
1080,2024-02,2024,R10,A04,B10,33320,7338809.7,32912,408,220.25
1081,2024-02,2024,R11,A01,B12,54078,15696306.97,53483,595,290.25
1082,2024-02,2024,R11,A02,B02,58146,16614241.56,57864,282,285.73
1083,2024-02,2024,R11,A03,B08,31824,7992357.89,31430,394,251.14
1084,2024-02,2024,R11,A04,B01,15464,2826584.52,15243,221,182.78
1085,2024-02,2024,R12,A01,B10,180564,66423601.0,178397,2167,367.87
1086,2024-02,2024,R12,A02,B01,114548,32826145.48,113582,966,286.57
1087,2024-02,2024,R12,A03,B12,84969,16835749.49,84428,541,198.14
1088,2024-02,2024,R12,A04,B07,39829,7581248.78,39178,651,190.34
1089,2024-02,2024,R13,A01,B06,150702,55329992.71,149339,1363,367.15
1090,2024-02,2024,R13,A02,B12,128461,36561388.33,126731,1730,284.61
1091,2024-02,2024,R13,A03,B07,78178,15480798.34,77478,700,198.02
1092,2024-02,2024,R13,A04,B12,25869,5330172.21,25496,373,206.04
1093,2024-02,2024,R14,A01,B08,74591,20628803.08,73876,715,276.56
1094,2024-02,2024,R14,A02,B11,73075,21946184.39,72558,517,300.32
1095,2024-02,2024,R14,A03,B09,41345,7954686.9,41124,221,192.4
1096,2024-02,2024,R14,A04,B04,18214,3186733.55,18031,183,174.96
1097,2024-02,2024,R15,A01,B11,92675,24729459.27,91976,699,266.84
1098,2024-02,2024,R15,A02,B07,80351,23898493.93,80022,329,297.43
1099,2024-02,2024,R15,A03,B07,49324,10146264.34,48965,359,205.71
1100,2024-02,2024,R15,A04,B10,17622,3855267.06,17495,127,218.78
1101,2024-02,2024,R16,A01,B04,82471,26551817.5,82120,351,321.95
1102,2024-02,2024,R16,A02,B07,66444,18745698.77,65709,735,282.13
1103,2024-02,2024,R16,A03,B07,54723,12065919.76,54401,322,220.49
1104,2024-02,2024,R16,A04,B11,18497,3009814.51,18394,103,162.72
1105,2024-02,2024,R17,A01,B02,91396,24477439.21,90841,555,267.82
1106,2024-02,2024,R17,A02,B08,84974,25851906.09,84138,836,304.23
1107,2024-02,2024,R17,A03,B07,51280,10335573.93,50362,918,201.55
1108,2024-02,2024,R17,A04,B03,18287,3442922.76,17964,323,188.27
1109,2024-02,2024,R18,A01,B12,137418,46649592.02,136728,690,339.47
1110,2024-02,2024,R18,A02,B04,94048,21837627.99,92928,1120,232.2
1111,2024-02,2024,R18,A03,B08,68487,17589887.0,67737,750,256.84
1112,2024-02,2024,R18,A04,B10,27624,5140260.09,27232,392,186.08
1113,2024-02,2024,R19,A01,B07,98076,25030234.31,96859,1217,255.21
1114,2024-02,2024,R19,A02,B06,73916,20436135.36,73117,799,276.48
1115,2024-02,2024,R19,A03,B04,57812,12613979.75,57204,608,218.19
1116,2024-02,2024,R19,A04,B06,24651,5295878.08,24442,209,214.83
